first_name,last_name,full_name,number
Annalisa,Falcone,Annalisa Falcone,3785222888
Daniele,Vigorelli,Daniele Vigorelli,3997312859
Ermenegildo,Carpaccio-Gualandi,Ermenegildo Carpaccio-Gualandi,3321105707
Sig.ra,Marisa,Sig.ra Marisa Onio,3820254686
Adriana,Pacomio,Adriana Pacomio,3639352799
Dott.,Pierluigi,Dott. Pierluigi Trobbiani,3500701807
Aurora,Lovato,Aurora Lovato,3708922840
Dott.,Mauro,Dott. Mauro Giannelli,3601499230
Dott.,Stella,Dott. Stella Sabbatini,3968795612
Baccio,Gulotta,Baccio Gulotta,3837157118
Adriano,Cimini,Adriano Cimini,3863190883
Patrizio,Panatta,Patrizio Panatta,3960908616
Durante,Platini,Durante Platini,3980934555
Sophia,Campanella,Sophia Campanella,3287399418
Evangelista,Broschi-Sgalambro,Evangelista Broschi-Sgalambro,3471463543
Annamaria,Salieri-Morucci,Annamaria Salieri-Morucci,3301119536
Fabrizio,Vidoni,Fabrizio Vidoni,3690633750
Luciana,Antonucci,Luciana Antonucci,3404330776
Adriana,Stradivari,Adriana Stradivari,3434662490
Sig.ra,Tiziana,Sig.ra Tiziana Maccanelli,3504446959
Emma,Agostini,Emma Agostini,3158834421
Dott.,Ida,Dott. Ida Lucarelli,3273348089
Loredana,Cannizzaro-Pulci,Loredana Cannizzaro-Pulci,3424584896
Sophia,Giannetti,Sophia Giannetti,3774724683
Saverio,Giannotti,Saverio Giannotti,3046991819
Gianni,Filogamo,Gianni Filogamo,3216540367
Arnaldo,Ceri,Arnaldo Ceri,3677674125
Valentina,Zaccagnini,Valentina Zaccagnini,3010546611
Sole,Montanari,Sole Montanari,3215815915
Rosa,Zeffirelli-Petrucelli,Rosa Zeffirelli-Petrucelli,3675418278
Monica,Migliaccio,Monica Migliaccio,3344337283
Erika,Pezzali,Erika Pezzali,3230843282
Gianna,Gemito,Gianna Gemito,3875045889
Rolando,Cerquiglini,Rolando Cerquiglini,3040897601
Dott.,Federico,Dott. Federico Casale,3648305208
Eva,Marzorati,Eva Marzorati,3342538148
Annetta,Baresi,Annetta Baresi,3588579914
Stefania,Morricone-Caccioppoli,Stefania Morricone-Caccioppoli,3618101679
Lisa,Modiano,Lisa Modiano,3715894883
Donna,Rubbia,Donna Rubbia,3931229167
Pier,Blasi,Pier Blasi,3702541874
Dott.,Graziella,Dott. Graziella Cremonesi,3512575951
Sig.ra,Maria,Sig.ra Maria Pistoletto,3520825972
Margherita,Grimani,Margherita Grimani,3143741876
Beatrice,Tarantino,Beatrice Tarantino,3746872131
Ludovico,Peano,Ludovico Peano,3364842162
Raffaello,Chechi,Raffaello Chechi,3739490721
Jolanda,Piovani,Jolanda Piovani,3022767670
Serena,Verdi,Serena Verdi,3284630826
Leonardo,Gentilini,Leonardo Gentilini,3549033213
Livio,Tebaldi,Livio Tebaldi,3957411858
Carlo,Cusano,Carlo Cusano,3789727449
Dott.,Micheletto,Dott. Micheletto Traetta,3492657889
Veronica,Manzoni,Veronica Manzoni,3811827366
Damiano,Maggioli-Detti,Damiano Maggioli-Detti,3880608911
Angelica,Tarchetti-Vivaldi,Angelica Tarchetti-Vivaldi,3842431875
Griselda,Inzaghi,Griselda Inzaghi,3335383594
Sig.,Tullio,Sig. Tullio Baracca,3391426421
Elvira,Vanvitelli,Elvira Vanvitelli,3773434774
Francesca,Fantozzi,Francesca Fantozzi,3740854424
Gianmarco,Errani,Gianmarco Errani,3566257032
Coriolano,Marsili,Coriolano Marsili,3557835284
Sig.ra,Donna,Sig.ra Donna Battelli,3041563987
Mariana,Gagliardi,Mariana Gagliardi,3445422843
Corrado,Inzaghi,Corrado Inzaghi,3489915638
Dott.,Niccolò,Dott. Niccolò Littizzetto,3381846064
Maria,Argurio,Maria Argurio,3048721189
Lando,Maccanelli-Gianinazzi,Lando Maccanelli-Gianinazzi,3269889273
Greca,Gori,Greca Gori,3348282881
Dott.,Giuseppina,Dott. Giuseppina Greggio,3404432145
Nicola,Buscetta,Nicola Buscetta,3027478849
Sig.ra,Chiara,Sig.ra Chiara Finzi,3524589150
Sonia,Panatta,Sonia Panatta,3424453686
Dott.,Temistocle,Dott. Temistocle Bosio,3515837186
Virginia,Tomasetti,Virginia Tomasetti,3729553337
Berenice,Loredan,Berenice Loredan,3827122083
Lamberto,Treccani-Chinnici,Lamberto Treccani-Chinnici,3501729913
Romeo,Giannuzzi,Romeo Giannuzzi,3167737446
Luchino,Martinelli,Luchino Martinelli,3095503795
Benito,Collina,Benito Collina,3750949753
Aurora,Desio,Aurora Desio,3264079501
Ermenegildo,Barcella-Speri,Ermenegildo Barcella-Speri,3003728684
Benedetto,Veltroni-Pepe,Benedetto Veltroni-Pepe,3586814275
Costantino,Balbo,Costantino Balbo,3162405135
Adelasia,Callegaro,Adelasia Callegaro,3209064637
Lucrezia,Montanariello,Lucrezia Montanariello,3630318253
Oreste,Samele,Oreste Samele,3169688960
Virginia,Celentano,Virginia Celentano,3971391515
Sylvia,Pozzecco-Montalcini,Sylvia Pozzecco-Montalcini,3354574342
Dott.,Daniele,Dott. Daniele Bramante,3048077825
Salvi,Celentano,Salvi Celentano,3967972556
Priscilla,Marini,Priscilla Marini,3772762015
Sig.ra,Marcella,Sig.ra Marcella Pasqua,3895370398
Cecilia,Traetta-Sollima,Cecilia Traetta-Sollima,3614741796
Greco,Infantino,Greco Infantino,3073332785
Rosalia,Goldstein-Baglioni,Rosalia Goldstein-Baglioni,3879936194
Concetta,Zacco-Mancini,Concetta Zacco-Mancini,3341897848
Ernesto,Lucarelli,Ernesto Lucarelli,3587633750
Pierluigi,Briccialdi-Caetani,Pierluigi Briccialdi-Caetani,3070795112
Dott.,Teresa,Dott. Teresa Fantoni,3746050591
Erika,Marsili,Erika Marsili,3169072505
Dott.,Annetta,Dott. Annetta Vespucci,3044161404
Dott.,Luisa,Dott. Luisa Anastasi,3386809097
Antonia,Petrucci,Antonia Petrucci,3217857851
Rolando,Terragni-Castellitto,Rolando Terragni-Castellitto,3979550486
Sig.ra,Gemma,Sig.ra Gemma Fibonacci,3583918364
Stella,Guarneri-Campanella,Stella Guarneri-Campanella,3105054400
Fabrizia,Traversa,Fabrizia Traversa,3052063374
Piermaria,Squarcione,Piermaria Squarcione,3217137285
Dott.,Orazio,Dott. Orazio Galtarossa,3925365269
Adriana,Gangemi,Adriana Gangemi,3285225403
Alfio,Milanesi,Alfio Milanesi,3896281957
Coluccio,Ferretti,Coluccio Ferretti,3562365612
Dott.,Raffaella,Dott. Raffaella Sauli,3365340586
Elmo,Nonis,Elmo Nonis,3668552386
Melania,Goldoni,Melania Goldoni,3658295713
Rolando,Camicione-Bruscantini,Rolando Camicione-Bruscantini,3524482926
Dott.,Amanda,Dott. Amanda Matteotti,3968564476
Sig.,Fulvio,Sig. Fulvio Schiavo,3787465946
Sig.,Donato,Sig. Donato Pozzecco,3135119423
Livia,Rapisardi,Livia Rapisardi,3864143186
Fedele,Morandini,Fedele Morandini,3893389283
Alfredo,Amaldi,Alfredo Amaldi,3364893066
Licia,Nordio,Licia Nordio,3900356013
Gioacchino,Bixio,Gioacchino Bixio,3607354151
Antonino,Forza-Ginese,Antonino Forza-Ginese,3681001652
Priscilla,Montanari,Priscilla Montanari,3426617058
Sig.ra,Tiziana,Sig.ra Tiziana Bianchi,3362796099
Zaira,Giorgetti,Zaira Giorgetti,3328146266
Cirillo,Monte-Sokolov,Cirillo Monte-Sokolov,3095221133
Virginia,Pincherle,Virginia Pincherle,3289255457
Etta,Scaduto-Micheletti,Etta Scaduto-Micheletti,3977359273
Eliana,Scaramucci,Eliana Scaramucci,3353422891
Torquato,Vespucci,Torquato Vespucci,3119702215
Maurilio,Castioni,Maurilio Castioni,3506345760
Daria,Leblanc,Daria Leblanc,3228497776
Olga,Onio-Infantino,Olga Onio-Infantino,3104303534
Lauretta,Gatto-Donini,Lauretta Gatto-Donini,3137967669
Valerio,Coardi,Valerio Coardi,3624103484
Tullio,Juvara-Guicciardini,Tullio Juvara-Guicciardini,3791462728
Camilla,Pace-Proietti,Camilla Pace-Proietti,3811730419
Sig.,Nicolò,Sig. Nicolò Bixio,3125730442
Piero,Berengario,Piero Berengario,3470488588
Aria,Niggli,Aria Niggli,3366354894
Flavio,Cainero,Flavio Cainero,3669789756
Dott.,Paride,Dott. Paride Tuzzolino,3106732056
Ciro,Morlacchi,Ciro Morlacchi,3412715210
Paolo,Satta,Paolo Satta,3244599174
Dionigi,Abate-Tresoldi,Dionigi Abate-Tresoldi,3468324129
Adriano,Littizzetto,Adriano Littizzetto,3964565126
Romolo,Belletini,Romolo Belletini,3480375415
Sig.,Gastone,Sig. Gastone Donini,3526088150
Sig.,Cipriano,Sig. Cipriano Parmitano,3874626130
Goffredo,Gabrieli,Goffredo Gabrieli,3378162995
Carlo,Brancaccio,Carlo Brancaccio,3881482215
Dott.,Lilla,Dott. Lilla Togliatti,3003116947
Ricciotti,Canetta,Ricciotti Canetta,3239162274
Bianca,Vasari-Carosone,Bianca Vasari-Carosone,3261447619
Marcella,Gangemi,Marcella Gangemi,3657340310
Nico,Iannotti-Fiorucci,Nico Iannotti-Fiorucci,3400434269
Sandra,Pulci,Sandra Pulci,3157308488
Teresa,Niscoromni,Teresa Niscoromni,3387774254
Donatella,Mogherini,Donatella Mogherini,3885087517
Lidia,Beccaria,Lidia Beccaria,3430145466
Giada,Pausini,Giada Pausini,3703056224
Rosalia,Toninelli,Rosalia Toninelli,3716977635
Giosuè,Cerquiglini,Giosuè Cerquiglini,3544227988
Gino,Lattuada-Favata,Gino Lattuada-Favata,3261477798
Milo,Galiazzo,Milo Galiazzo,3604260104
Dott.,Filippa,Dott. Filippa Zarlino,3079415495
Ermenegildo,Carfagna,Ermenegildo Carfagna,3128571119
Ugo,Cimini,Ugo Cimini,3947092814
Sig.ra,Eugenia,Sig.ra Eugenia Ferragni,3621462507
Sig.ra,Annamaria,Sig.ra Annamaria Piazzi,3687215472
Mercedes,Aporti,Mercedes Aporti,3948515015
Francesco,Guarana,Francesco Guarana,3524831718
Ugolino,Canali,Ugolino Canali,3501786397
Romana,Costanzi,Romana Costanzi,3963615140
Erika,Torlonia,Erika Torlonia,3001302955
Teresa,Grassi,Teresa Grassi,3833692711
Sig.ra,Olga,Sig.ra Olga Cutrufo,3335818403
Tullio,Tozzo,Tullio Tozzo,3773488272
Biagio,Taccola-Carullo,Biagio Taccola-Carullo,3102588374
Cassandra,Sansoni,Cassandra Sansoni,3043047337
Paoletta,Gritti,Paoletta Gritti,3245723038
Benito,Foconi,Benito Foconi,3988957478
Nico,Volterra-Petrucelli,Nico Volterra-Petrucelli,3524466015
Annibale,Morabito,Annibale Morabito,3098198877
Rosa,Chinnici,Rosa Chinnici,3198022110
Gianna,Faugno,Gianna Faugno,3916557399
Beatrice,Brambilla,Beatrice Brambilla,3442293538
Greco,Ramazzotti,Greco Ramazzotti,3819770312
Stefania,Marenzio,Stefania Marenzio,3690586350
Vincenza,Orsini,Vincenza Orsini,3774916473
Sig.,Rocco,Sig. Rocco Curatoli,3384536407
Roberta,Toscani,Roberta Toscani,3515367610
Fabrizio,Campise,Fabrizio Campise,3716415183
Gino,Barcaccia,Gino Barcaccia,3455941777
Ludovico,Faggiani,Ludovico Faggiani,3221885729
Evangelista,Pignatti-Munari,Evangelista Pignatti-Munari,3800337461
Sig.,Gino,Sig. Gino Argentero,3919489244
Augusto,Schiaparelli,Augusto Schiaparelli,3649649514
Virginia,Donatoni,Virginia Donatoni,3228805720
Sig.,Gianfranco,Sig. Gianfranco Balla,3153989234
Giuliana,Orlando,Giuliana Orlando,3204412545
Orlando,Argan,Orlando Argan,3897756969
Dott.,Cassandra,Dott. Cassandra Casagrande,3277372807
Gelsomina,Battisti,Gelsomina Battisti,3643412582
Sig.ra,Giulietta,Sig.ra Giulietta Petrucelli,3529576659
Salvatore,Trezzini,Salvatore Trezzini,3533954093
Dott.,Bianca,Dott. Bianca Rossi,3705919583
Anita,Cibin,Anita Cibin,3830975217
Nedda,Mazzacurati,Nedda Mazzacurati,3451329310
Valentina,Nicolucci,Valentina Nicolucci,3661136551
Luca,Magrassi,Luca Magrassi,3748950684
Filippa,Tirabassi-Matteotti,Filippa Tirabassi-Matteotti,3896091695
Sandro,Redi,Sandro Redi,3932786032
Ermenegildo,Pisacane-Solari,Ermenegildo Pisacane-Solari,3352667302
Ferdinando,Riccati,Ferdinando Riccati,3181237998
Marina,Salata,Marina Salata,3294569676
Adriano,Ponti,Adriano Ponti,3354579861
Elena,Tomasini-Casellati,Elena Tomasini-Casellati,3940520472
Ferdinando,Polesel-Bajardi,Ferdinando Polesel-Bajardi,3043258601
Clelia,Giannotti,Clelia Giannotti,3335915365
Sig.ra,Marcella,Sig.ra Marcella Tasca,3063520189
Licia,Mercadante,Licia Mercadante,3170036337
Paloma,Tron,Paloma Tron,3387264235
Allegra,Bellò,Allegra Bellò,3511593307
Giovanni,Dalla,Giovanni Dalla,3090103866
Dina,Grossi,Dina Grossi,3604853226
Ignazio,Filogamo,Ignazio Filogamo,3907764491
Dott.,Letizia,Dott. Letizia Travaglia,3719884534
Tatiana,Toso,Tatiana Toso,3449395269
Gioele,Gilardoni,Gioele Gilardoni,3168871510
Evangelista,Bellocchio,Evangelista Bellocchio,3734893217
Livia,Vittadello,Livia Vittadello,3568965374
Concetta,Udinesi-Morgagni,Concetta Udinesi-Morgagni,3241392393
Stefani,Ortolani,Stefani Ortolani,3751975877
Armando,Scaramucci,Armando Scaramucci,3855563284
Gian,Mercantini,Gian Mercantini,3825173498
Sig.,Ottavio,Sig. Ottavio Galeati,3126417218
Vanessa,Rosselli,Vanessa Rosselli,3859221152
Dott.,Adriana,Dott. Adriana Lupo,3128613298
Mariana,Vercelloni,Mariana Vercelloni,3046190454
Uberto,Bassi-Manunta,Uberto Bassi-Manunta,3335210480
Dott.,Diana,Dott. Diana Pigafetta,3625869317
Giuliano,Monteverdi,Giuliano Monteverdi,3531842620
Aldo,Cannizzaro,Aldo Cannizzaro,3824227701
Sonia,Filzi,Sonia Filzi,3511569871
Alina,Carocci-Soprano,Alina Carocci-Soprano,3181236848
Jolanda,Campanella,Jolanda Campanella,3541597384
Tina,Burcardo,Tina Burcardo,3176317370
Fernanda,Bixio,Fernanda Bixio,3451749535
Alessandra,Sraffa-Longhena,Alessandra Sraffa-Longhena,3778381574
Martino,Giammusso-Curiel,Martino Giammusso-Curiel,3458971289
Gemma,Innocenti,Gemma Innocenti,3448378304
Rita,Mogherini,Rita Mogherini,3630330540
Sig.,Ottone,Sig. Ottone Samele,3804094924
Alfredo,Petrassi,Alfredo Petrassi,3071322324
Alfredo,Stefanelli,Alfredo Stefanelli,3731588710
Dina,Marrone,Dina Marrone,3900588986
Pierina,Boaga-Piccinni,Pierina Boaga-Piccinni,3409034003
Sig.ra,Eliana,Sig.ra Eliana Sonnino,3640585545
Dott.,Pierina,Dott. Pierina Torlonia,3059848821
Dott.,Sylvia,Dott. Sylvia Ferretti,3856138813
Milo,Correr,Milo Correr,3490430582
Marta,Malaparte-Dossi,Marta Malaparte-Dossi,3748812993
Delfino,Zaguri,Delfino Zaguri,3629933310
Sig.ra,Diana,Sig.ra Diana Niggli,3736535657
Goffredo,Tamborini,Goffredo Tamborini,3571348230
Angelina,Antonini,Angelina Antonini,3063714742
Federigo,Nugnes,Federigo Nugnes,3863665550
Ubaldo,Luxardo-Draghi,Ubaldo Luxardo-Draghi,3308015697
Maria,Rossini,Maria Rossini,3549105154
Franco,Parri-Tosi,Franco Parri-Tosi,3193344217
Emma,Moschino,Emma Moschino,3024447668
Cirillo,Ligorio,Cirillo Ligorio,3393911160
Filippo,Morandini-Tanzini,Filippo Morandini-Tanzini,3075765827
Lodovico,Cammarata-Carpaccio,Lodovico Cammarata-Carpaccio,3097242351
Temistocle,Lucarelli,Temistocle Lucarelli,3647938021
Rosalia,Berengario,Rosalia Berengario,3647255060
Sig.ra,Rita,Sig.ra Rita Rosiello,3369356299
Serena,Garobbio,Serena Garobbio,3784040148
Loredana,Baracca,Loredana Baracca,3075288965
Viridiana,Grifeo-Govoni,Viridiana Grifeo-Govoni,3260695363
Dott.,Stefania,Dott. Stefania Tamburi,3124051904
Antonella,Sinisi-Ginesio,Antonella Sinisi-Ginesio,3297001171
Rita,Sinisi,Rita Sinisi,3502484697
Temistocle,Costalonga,Temistocle Costalonga,3164789962
Nedda,Cabibbo,Nedda Cabibbo,3788034142
Michele,Calgari,Michele Calgari,3548670552
Bruno,Antonucci,Bruno Antonucci,3739595528
Olga,Togliatti,Olga Togliatti,3462410204
Baccio,Andreozzi,Baccio Andreozzi,3200059644
Ludovico,Bertolucci,Ludovico Bertolucci,3034815361
Pasquale,Martinelli,Pasquale Martinelli,3046006152
Jolanda,Galilei,Jolanda Galilei,3466942824
Dott.,Virginia,Dott. Virginia Rizzo,3081005801
Pina,Scarpa-Righi,Pina Scarpa-Righi,3601590462
Stefano,Salandra,Stefano Salandra,3563967528
Eliana,Golgi,Eliana Golgi,3800861252
Giacobbe,Barracco-Bocelli,Giacobbe Barracco-Bocelli,3940115951
Domenico,Pagnotto,Domenico Pagnotto,3534192041
Stefani,Tafuri,Stefani Tafuri,3807924634
Marissa,Prodi,Marissa Prodi,3931677547
Ramona,Nadi-Sanguineti,Ramona Nadi-Sanguineti,3627981146
Sig.ra,Maria,Sig.ra Maria Tomei,3261333996
Luisa,Segrè,Luisa Segrè,3926467866
Raffaellino,Pepe,Raffaellino Pepe,3786811867
Mario,Cabibbo-Lombardo,Mario Cabibbo-Lombardo,3093534312
Stella,Muti,Stella Muti,3988337484
Morena,Virgilio,Morena Virgilio,3347776562
Gastone,Piccinni,Gastone Piccinni,3353257973
Gianmarco,Orsini,Gianmarco Orsini,3556425071
Sig.,Michele,Sig. Michele Calvo,3908007955
Etta,Finetti,Etta Finetti,3500053511
Paloma,Cabibbo-Gramsci,Paloma Cabibbo-Gramsci,3204302089
Sig.,Franco,Sig. Franco Segni,3470286872
Nino,Querini,Nino Querini,3411636309
Delfino,Rocca-Turati,Delfino Rocca-Turati,3546866871
Livio,Gaiatto,Livio Gaiatto,3137942933
Lara,Conte,Lara Conte,3656158144
Virginia,Modiano,Virginia Modiano,3362395200
Niccolò,Botticelli,Niccolò Botticelli,3104405785
Giuseppe,Bocelli,Giuseppe Bocelli,3609310097
Carmelo,Travaglio,Carmelo Travaglio,3341890542
Zaira,Santorio,Zaira Santorio,3498685499
Anita,Ponti,Anita Ponti,3565803867
Panfilo,Gravina,Panfilo Gravina,3314583046
Sig.,Stefano,Sig. Stefano Fuseli,3692568210
Valeria,Barese,Valeria Barese,3478570785
Gioacchino,Armellini-Gozzi,Gioacchino Armellini-Gozzi,3740183658
Renata,Andreotti,Renata Andreotti,3361365460
Armando,Sermonti,Armando Sermonti,3883286458
Amalia,Foscari,Amalia Foscari,3740807524
Dott.,Dionigi,Dott. Dionigi Chinnici,3797617787
Rita,Cignaroli,Rita Cignaroli,3453076338
Toni,Lollobrigida,Toni Lollobrigida,3269763687
Licia,Salieri,Licia Salieri,3320187187
Benedetto,Cabrini,Benedetto Cabrini,3359417056
Marcello,Nosiglia-Leoncavallo,Marcello Nosiglia-Leoncavallo,3604308622
Dott.,Angelina,Dott. Angelina Dallara,3792253761
Maura,Combi-Querini,Maura Combi-Querini,3520107804
Sebastiano,Borghese,Sebastiano Borghese,3247980767
Sig.,Ruggiero,Sig. Ruggiero Cammarata,3671699977
Alessia,Camicione,Alessia Camicione,3893475632
Niccolò,Chechi,Niccolò Chechi,3483254795
Gionata,Depero,Gionata Depero,3324455158
Salvi,Pavarotti,Salvi Pavarotti,3664337365
Gemma,Duodo,Gemma Duodo,3297963936
Berenice,Samele,Berenice Samele,3632156948
Dott.,Bettina,Dott. Bettina Chindamo,3083519927
Ciro,Blasi,Ciro Blasi,3218964640
Coriolano,Greco,Coriolano Greco,3681631482
Etta,Beccheria,Etta Beccheria,3176536531
Aldo,Panzera,Aldo Panzera,3359901981
Guglielmo,Mocenigo,Guglielmo Mocenigo,3151697582
Alphons,Malaparte,Alphons Malaparte,3345410681
Annunziata,Emanuelli-Moresi,Annunziata Emanuelli-Moresi,3724806243
Torquato,Palmisano,Torquato Palmisano,3094596605
Giovanna,Moretti,Giovanna Moretti,3539839307
Piero,Aloisio,Piero Aloisio,3471221302
Luchino,Antelami,Luchino Antelami,3429684538
Margherita,Trebbi-Busoni,Margherita Trebbi-Busoni,3519828744
Giuseppina,Bramante,Giuseppina Bramante,3563750578
Mariana,Majorana,Mariana Majorana,3912111332
Bartolomeo,Bombieri,Bartolomeo Bombieri,3066093153
Lolita,Battelli,Lolita Battelli,3793772897
Antonio,Cortese,Antonio Cortese,3898403925
Matilda,Pincherle,Matilda Pincherle,3409779636
Sonia,Scotti-Migliaccio,Sonia Scotti-Migliaccio,3498461454
Luisa,Cibin,Luisa Cibin,3267248595
Rosa,Satta-Cuda,Rosa Satta-Cuda,3750543433
Sig.ra,Sole,Sig.ra Sole Malatesta,3044772882
Nico,Grassi,Nico Grassi,3143324065
Bettina,Gasperi,Bettina Gasperi,3140682569
Sig.,Giuseppe,Sig. Giuseppe Sollima,3009781198
Panfilo,Rizzoli,Panfilo Rizzoli,3704604706
Giuliano,Dossi,Giuliano Dossi,3906308749
Marissa,Trombetta,Marissa Trombetta,3183340735
Giorgio,Finotto,Giorgio Finotto,3875892624
Germana,Ferragni-Gotti,Germana Ferragni-Gotti,3929282989
Antonella,Draghi,Antonella Draghi,3163986082
Simonetta,Fabrizi-Sermonti,Simonetta Fabrizi-Sermonti,3191460519
Saverio,Rosselli-Ughi,Saverio Rosselli-Ughi,3962518574
Dott.,Vito,Dott. Vito Gasperi,3406953156
Donatello,Palumbo,Donatello Palumbo,3456285013
Leone,Bettoni,Leone Bettoni,3787058440
Donatello,Pertile,Donatello Pertile,3934326645
Amedeo,Moschino,Amedeo Moschino,3586776572
Ennio,Mengolo-Pace,Ennio Mengolo-Pace,3241341174
Rita,Valentino,Rita Valentino,3154079557
Melissa,Filzi-Totino,Melissa Filzi-Totino,3187291408
Pompeo,Barese,Pompeo Barese,3726892870
Dott.,Monica,Dott. Monica Palombi,3325944344
Ignazio,Odescalchi-Forza,Ignazio Odescalchi-Forza,3712727713
Eleanora,Tacchini,Eleanora Tacchini,3281597338
Pierina,Fo,Pierina Fo,3928723403
Fedele,Venditti,Fedele Venditti,3744734019
Franco,Ovadia,Franco Ovadia,3039962870
Oreste,Bocca,Oreste Bocca,3294276727
Antonietta,Riccati,Antonietta Riccati,3552335293
Ennio,Rossellini,Ennio Rossellini,3319965397
Isabella,Verdone-Bembo,Isabella Verdone-Bembo,3530376538
Donato,Cutrufo,Donato Cutrufo,3061982327
Dott.,Giada,Dott. Giada Bartoli,3932530423
Lisa,Petrocelli,Lisa Petrocelli,3047126246
Romana,Vidoni,Romana Vidoni,3058927575
Telemaco,Ceri,Telemaco Ceri,3819541125
Etta,Zoppetto-Gori,Etta Zoppetto-Gori,3714909437
Dott.,Renata,Dott. Renata Modugno,3398785571
Eleanora,Sauli-Gianvecchio,Eleanora Sauli-Gianvecchio,3840155828
Santino,Casalodi,Santino Casalodi,3620817271
Martino,Littizzetto,Martino Littizzetto,3785721693
Dott.,Orlando,Dott. Orlando Garzoni,3995288261
Serena,Balotelli,Serena Balotelli,3080734335
Sig.ra,Antonietta,Sig.ra Antonietta Branciforte,3677539420
Angelina,Ferrata,Angelina Ferrata,3848740333
Daria,Caboto,Daria Caboto,3194140038
Vincenza,Moretti,Vincenza Moretti,3662300962
Emilio,Rienzo,Emilio Rienzo,3364938815
Chiara,Leopardi,Chiara Leopardi,3492134379
Dott.,Rossana,Dott. Rossana Bonino,3064758483
Venancio,Missoni,Venancio Missoni,3969241066
Bianca,Lercari,Bianca Lercari,3307306078
Susanna,Bombieri,Susanna Bombieri,3966770982
Dott.,Marina,Dott. Marina Cipolla,3592026567
Stella,Einaudi,Stella Einaudi,3927329503
Umberto,Rapisardi,Umberto Rapisardi,3045691620
Luigina,Cremonesi,Luigina Cremonesi,3358743866
Sig.,Massimiliano,Sig. Massimiliano Ughi,3061299464
Pellegrino,Abba,Pellegrino Abba,3560132016
Sig.,Romolo,Sig. Romolo Battisti,3311244386
Maria,Tamburini,Maria Tamburini,3084385255
Morena,Iadanza,Morena Iadanza,3171906034
Aurora,Zaccagnini,Aurora Zaccagnini,3008968100
Evangelista,Bersani-Marcacci,Evangelista Bersani-Marcacci,3335242048
Antonia,Rossini,Antonia Rossini,3882134877
Domenico,Zamorani,Domenico Zamorani,3191462400
Nicolò,Gagliano,Nicolò Gagliano,3403389913
Gianfranco,Ginesio,Gianfranco Ginesio,3160963185
Gelsomina,Pergolesi,Gelsomina Pergolesi,3022388087
Raffaele,Gucci,Raffaele Gucci,3162284444
Torquato,Pizzetti,Torquato Pizzetti,3822736402
Giacomo,Vianello,Giacomo Vianello,3153391276
Giuliano,Pisaroni,Giuliano Pisaroni,3103158328
Veronica,Barillaro,Veronica Barillaro,3129500635
Ottavio,Tozzi,Ottavio Tozzi,3451089348
Arnaldo,Monicelli,Arnaldo Monicelli,3149135097
Livia,Boccaccio,Livia Boccaccio,3617340911
Milena,Errani,Milena Errani,3645537857
Sig.ra,Fortunata,Sig.ra Fortunata Cavalcanti,3924969388
Dionigi,Riccardi,Dionigi Riccardi,3054606477
Fabia,Marenzio,Fabia Marenzio,3003195362
Dott.,Coluccio,Dott. Coluccio Zampa,3448866192
Maria,Lollobrigida,Maria Lollobrigida,3054906475
Sig.,Severino,Sig. Severino Cuda,3400211756
Dott.,Guarino,Dott. Guarino Bonomo,3981348782
Giuliana,Belletini,Giuliana Belletini,3741929805
Pier,Rusticucci,Pier Rusticucci,3166284447
Rosina,Costalonga,Rosina Costalonga,3983158937
Sig.,Gaetano,Sig. Gaetano Renier,3121128511
Pina,Marangoni,Pina Marangoni,3002829154
Achille,Vezzali,Achille Vezzali,3510247235
Sante,Cesaroni,Sante Cesaroni,3206248943
Ottone,Aloisio,Ottone Aloisio,3308028752
Rosa,Niscoromni-Schiaparelli,Rosa Niscoromni-Schiaparelli,3457284809
Elladio,Mastandrea,Elladio Mastandrea,3464595898
Alina,Grasso,Alina Grasso,3208243335
Dott.,Antonietta,Dott. Antonietta Palmisano,3764078507
Donatella,Scarpa,Donatella Scarpa,3860519596
Serena,Aloisio-Alfonsi,Serena Aloisio-Alfonsi,3419465829
Lando,Traversa-Sagnelli,Lando Traversa-Sagnelli,3045587450
Marina,Trussardi-Palombi,Marina Trussardi-Palombi,3910839994
Gloria,Rossini-Maglio,Gloria Rossini-Maglio,3728419832
Romeo,Rismondo,Romeo Rismondo,3564026629
Dott.,Benito,Dott. Benito Giunti,3791419861
Pierina,Mazzocchi,Pierina Mazzocchi,3469507401
Dott.,Angelina,Dott. Angelina Petralli,3791894034
Caterina,Luzi,Caterina Luzi,3728924033
Raffaellino,Tebaldi,Raffaellino Tebaldi,3964690423
Lucio,Giunti,Lucio Giunti,3144068102
Hugo,Gritti,Hugo Gritti,3811472324
Maria,Chindamo,Maria Chindamo,3040416131
Sophia,Toscanini,Sophia Toscanini,3229871774
Cecilia,Trapani,Cecilia Trapani,3601604629
Pasqual,Caffarelli,Pasqual Caffarelli,3695411154
Niccolò,Cicala-Muratori,Niccolò Cicala-Muratori,3250867562
Dott.,Luca,Dott. Luca Gibilisco,3868630067
Annamaria,Costanzi,Annamaria Costanzi,3891850013
Annalisa,Natta-Bassi,Annalisa Natta-Bassi,3448952875
Rodolfo,Travaglia,Rodolfo Travaglia,3096274177
Ciro,Paoletti,Ciro Paoletti,3082912574
Donato,Collodi-Cugia,Donato Collodi-Cugia,3084334078
Dott.,Carla,Dott. Carla Ruffini,3157821920
